date,user,tweet,rt,fav,followers,verified,hashtags,cashtags
2022-05-25 07:25:31+00:00,ozgrbilgic,"Borsamızın bir bugu, hilesi var. Sadece koç hisseleri biriktirsen bile ihya olursun.

#arclk #bist #froto #toaso",0,1,48,False,"['arclk', 'bist', 'froto', 'toaso']",
2022-05-25 07:08:16+00:00,TheTraderT1,"Bugünkü indikatörlerimiz saat 11:00 de Lagarde’nın açıklamaları ve saat 21:00 deki FED tutanakları 

#eregl #krdmrd #thyao #pgsus #tavhl #clebi #doco #ykbnk #garan #akbnk #arclk #egeen #tkfen #cimsa #toaso #froto",0,29,30520,False,"['eregl', 'krdmrd', 'thyao', 'pgsus', 'tavhl', 'clebi', 'doco', 'ykbnk', 'garan', 'akbnk', 'arclk', 'egeen', 'tkfen', 'cimsa', 'toaso', 'froto']",
2022-05-25 06:55:04+00:00,NotlarBorsadan,"Günlük bazda ""Yabancı payı en çok AZALAN hisseler""
1- #toaso 
2- #gsdho 
3- #DOHOL 
4- #tskb 
5- #asels
6- #algyo
7- #GARAN 
8- #sise 
9- #arclk 
10- #AKBNK",0,5,554,False,"['toaso', 'gsdho', 'DOHOL', 'tskb', 'asels', 'algyo', 'GARAN', 'sise', 'arclk', 'AKBNK']",
2022-05-25 04:22:18+00:00,king_basgan,"Hayırlı sabahlar arkadaşlar , Bereketli güzel bir gün olması dileğiyle 🧿
 #Sasa #EREGL #aksa
#thyo #hktas #froto #ttrak #toaso #vesbe #ASELS #sise",0,10,673,False,"['Sasa', 'EREGL', 'aksa', 'thyo', 'hktas', 'froto', 'ttrak', 'toaso', 'vesbe', 'ASELS', 'sise']",
2022-05-24 21:00:20+00:00,finansalyazar,"📌Güncel Bazı hisselerin başlıca yatırım hikayeleri
1 #toaso Stellantis birleşmesi ve yeni model beklentisi al ve öde ile doblo yatırımı
2 #otkar İveco ve 8x8 zırhlı araç suudilerle yakınlaşma
3 #aygaz Bangladeş yatırımı ve aykargo
4 #sise Cam ambalaj/kur etkisi/V Block, ar ge",48,509,31204,False,"['toaso', 'otkar', 'aygaz', 'sise']",
2022-05-24 17:04:45+00:00,svkiidvcii,"Hangi firma iki firmayı karşılaştıralım ? 

#yksln #cemts #vestl #arclk #froto #toaso #egser #Quagr",3,10,6861,False,"['yksln', 'cemts', 'vestl', 'arclk', 'froto', 'toaso', 'egser', 'Quagr']",
2022-05-24 10:59:21+00:00,M_B_QUENN,"Oh yav keyfim yerinde🤣🤣 

#toaso aşk❤️vazgeçemiyorum şu hisseden",5,155,53424,False,['toaso'],
2022-05-24 10:11:59+00:00,kremlinpoint,"#agyo guzel imkanlar veriyor degerlendirebilen var mı

#bist #borsa #hisse #sise #eregl #krdmd #thyao #toaso #ditas #jants #orcay #lidfa",0,0,307,False,"['agyo', 'bist', 'borsa', 'hisse', 'sise', 'eregl', 'krdmd', 'thyao', 'toaso', 'ditas', 'jants', 'orcay', 'lidfa']",
2022-05-24 09:02:37+00:00,TeknikAvcisi,"🖐
Ben bu sporu seviyorum #eregl #froto #toaso 🐎🐎🐎🐎🐎 halissss özledik seni #bist100 RULO",2,32,2653,False,"['eregl', 'froto', 'toaso', 'bist100']",
2022-05-24 08:48:51+00:00,borsarigor,#asels #sise #toaso #logo #miatk #trilc güncel portföyüm tutmaya devam ediyorum,0,7,792,False,"['asels', 'sise', 'toaso', 'logo', 'miatk', 'trilc']",
2022-05-24 07:58:34+00:00,golden_crss,"Wood &amp; Company, Türk otomotiv şirketleri için fiyat hedeflerini yükseltti.

#froto  Ford Otosan için hedef fiyatı 265.2 TL'den 391.3 TL'ye çıkarıldı, tavsiye 'AL'
 #TOASO  Tofaş için hedef fiyatı 78.6 TL'den 106.4 TL'ye çıkarıldı, tavsiye 'AL'",0,3,96,False,"['froto', 'TOASO']",
2022-05-24 07:47:52+00:00,parasancom,"🎯 Wood &amp; Company, 

#FROTO HF 265.2 TL'den 391.3 TL'ye çıkardı, tavsiye 'AL',
#TOASO HF 78.6 TL'den 106.4 TL'ye yükseltti, tavsiye 'AL',
#DOAS HF 47.0 TL'den 73.0 TL'ye revize etti, tavsiyesini 'TUT' olarak belirledi.",1,7,3042,False,"['FROTO', 'TOASO', 'DOAS']",
2022-05-24 06:50:22+00:00,caylakborsaci06,"Günaydın arkadaşlar #endeks
de yeşil bir açılış bekliyorum.
#Dolar16 16 TL üzerinde. 
Bugün hareket beklediğim ve işlem açacağım hisseler
#TRGYO #TOASO #froto #SISE #karsn #Petkim",0,5,460,False,"['endeks', 'Dolar16', 'TRGYO', 'TOASO', 'froto', 'SISE', 'karsn', 'Petkim']",
2022-05-24 06:30:42+00:00,Ekonomikuss,"23 Mayıs'ta yabancı kurumlar toplam 5.902 milyon TL alım, 5.741 milyon TL satım ile ''net 161 milyon TL alış '' gerçekleştirdi. Hacim ve kademelere göre alım tarafında #FROTO, #TCELL, #BIMAS, #TOASO dikkat çekerken, en çok satılan hisselerde ise #POLTK, #GARAN, #AKGRT öne çıkıyor",0,4,830,False,"['FROTO', 'TCELL', 'BIMAS', 'TOASO', 'POLTK', 'GARAN', 'AKGRT']",
